Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
300.9707754934804,309.64199370292965,1532.674476460232,21.820207746128453,81.54256353206338,0
309.6864499053289,309.8138888174508,1530.0474359610828,47.59712295484168,117.13924864778366,0
292.9794690612265,313.6381477181849,1562.2207144043402,39.05541285557997,36.98958352735146,0
296.72337853402234,310.2597294290365,1386.1166882219231,44.19609972024118,246.16361939770988,0
296.0789184686784,313.6632003860779,1603.9111787420268,31.361170394102338,52.27434114740356,0
285.3648505186788,309.5964170994571,1492.423571346454,52.79464931657751,32.588282510816384,1
302.96120277064574,310.3931759515805,1567.0480617241212,50.417246640588516,50.8837184717241,0
302.6105527217989,300.0089965773395,1392.8142766959845,45.835443030118874,192.26528328993106,0
300.0511345664246,314.5816383735124,1344.6241233983935,38.704827531365595,106.37641481796071,0
297.65412866624854,311.73244237948995,1581.7889658025028,45.798572852951324,141.35398493813452,0
285.84629257949587,314.99005054929825,1537.6409526097516,32.93107432012651,5.252289246590186,0
295.7935467723464,295.51872310903155,1409.794844564249,48.55555659020712,8.607827143328638,0
296.5728548347323,320.4418735239036,1413.0336918725307,56.49480894323921,111.45638745675404,0
291.97722730778383,309.30205185922415,1612.543478441477,50.70610559979186,204.16381080040588,1
298.3871428833399,315.5409140836876,1381.0588107132671,32.70397530192591,221.30971967689132,0
304.04050856814536,304.80047036437236,1664.2672953255963,43.61417317273103,21.676641898910056,0
318.8618590121053,313.06386952531284,1409.9379265352131,27.068584562413523,134.5907755252557,0
301.74577812831836,304.7329221841317,1563.8391925608382,45.723903111756755,228.30742156981762,1
302.57550390722764,306.881155196521,1467.1381524251015,44.50603412862539,96.9931885994716,0
299.25554084233835,319.57015676933395,1560.3187431082342,21.30183660467836,207.39145785709215,0
280.8122878470096,309.0465879961833,1445.5885997885807,28.382161560876362,33.42391359985905,0
299.73486124550783,311.0871643658986,1483.7207093927707,37.16861103256233,233.84862241694967,1
300.6023020994103,314.35033865344377,1504.091917539572,36.991402528591735,187.85582938282568,0
324.63242112485284,312.478409439863,1399.7812544218527,27.905230645811947,235.33359819672543,0
298.07639035218875,310.7520945257179,1574.0824345420126,43.889787293521834,169.15430838812662,1
303.0154734233361,311.8248050123311,1448.6786433528414,42.51473608940512,90.85098299985675,0
299.65288230294755,322.01707792619135,1477.140008465998,38.05730868021481,234.5452931311806,0
288.3132196238047,309.7119060148321,1400.5650625391488,32.44208499841637,68.89169407729462,0
311.42822814515023,311.00549523357483,1243.766634120469,50.487071264165635,83.04313051543313,0
307.51933032686776,315.25327198003805,1480.897223739983,56.55407113088295,175.20210450043507,0
307.91031947043047,315.5276296647899,1741.2615421612916,35.16438516153463,191.32907488134657,1
290.9061254520526,315.9351515278019,1578.4604287898023,33.878330828451794,232.35087096228847,1
314.027943109361,313.19365111014594,1498.0739620265606,44.912076654119964,51.20060226405238,0
285.9814893720772,304.28497543634757,1473.7109170791732,36.419706202530136,199.499508804806,0
305.8685709380027,318.1671576615055,1502.2465892812047,38.60602799336766,184.63651334924086,0
321.9045562580998,304.26827303490654,1554.711911517521,47.396531517246714,15.948639063399467,1
290.0946367486931,311.51317732619515,1381.9187184691154,20.906439124927072,96.80578530255174,0
294.33702270397225,306.2286207499032,1611.4321694668872,53.183023248526695,70.69136426502465,0
300.9965136508764,309.679308267035,1571.5381315441243,40.72680524329341,76.1226060885076,0
294.965243458838,311.6438120515174,1571.8185725707935,35.8850685543782,245.7367198886752,0
284.4933656893387,311.60678607725134,1543.8475738809727,39.10765845778551,160.69435336998197,1
300.68562974806025,312.1096037711764,1501.961665769399,39.62429355020519,179.4190394483749,0
289.37696286273894,318.06855634529325,1567.286123596682,22.687986965550746,244.15440932875228,0
304.7359243063518,312.2676715075699,1559.1814133741377,54.94938227453236,94.30044561440967,1
290.80575765766196,308.77921682354673,1464.5959289058976,40.41325632270618,200.46004211320147,0
315.4993440501754,314.8204358414418,1442.63982271031,44.430021304473755,108.63274082612384,0
292.16746707663765,315.9473524446232,1510.1856295261987,49.51549770574043,217.38341795374495,1
296.77938483794327,303.86196092431504,1654.9020151495188,29.788375424396996,45.1643853278258,0
308.1351721736967,312.9870003492493,1376.08929243461,44.734718990352285,236.9215442660699,0
287.69135683566043,313.50586371155447,1353.247473424756,37.32358909101207,54.69292710271992,0
302.27459934604127,308.51218248320004,1516.4760841236516,48.46770775216494,81.55512674523288,0
313.07142754282427,316.8785340665581,1505.0887701856018,18.727725796485046,189.04805852669512,0
283.92516765438774,309.2497220648374,1517.3341664370407,39.00905699758731,98.43878539135167,0
301.84633858532305,310.62788226735773,1524.39531979085,33.97179344216038,152.05284419161165,0
302.59882794248426,309.1346408785806,1477.6797745365195,44.322629506341556,111.14337526735713,0
307.8182287177731,310.07789523790734,1648.9863438602083,44.700441873682024,185.59248427244546,0
287.6304928912192,304.51862456552396,1339.9096021523485,32.92374105177974,57.08281309215271,0
286.79543386915725,302.79974558702855,1417.1502975219755,32.87826135823956,14.614496809219252,0
305.21941565616896,317.97252531612486,1489.6745239850952,38.89334631442671,74.98234936826655,0
302.96984673233186,305.7651932584084,1335.6811188845832,31.033577726847916,118.57716621710756,0
302.50492850345876,305.0430382527185,1482.414559556793,48.41983695452127,42.005013048169644,0
303.46448209496975,299.23304943198144,1666.147016572802,36.30792799552554,88.69932241409717,0
293.1997527842151,306.80519126155247,1502.0886488295962,10.930117806783585,99.99575457339213,0
302.32253697161,303.3845510329625,1523.0700905718684,36.25177943378194,14.347960922068387,0
302.9307247329868,318.21007580068186,1373.983523482742,29.614561791560277,145.82681204605115,0
292.85648581973635,315.04908544671315,1438.3638591960523,23.687241845390545,221.08585699282187,1
318.6577451114476,306.5592482741114,1462.4803619676063,27.625733617774273,37.9357282382631,0
304.73832920911786,321.2621790267215,1468.2284903243767,41.094084718329704,149.4520033503785,0
288.0869650279735,314.90882743495797,1628.164379500377,53.28640828248231,166.18480122771157,1
306.5655360863383,308.37584308245687,1555.7691060725124,43.131844738649804,104.83367010482209,1
290.25318329772676,297.50297142563215,1388.8542043062969,33.934966117842606,175.2743968410675,0
307.87084603742454,321.4547128629537,1524.6504778432004,44.55904195170703,102.682885872753,0
311.585955790074,303.05213766618203,1549.8221748496785,35.40909689781008,126.15932199435872,0
291.7931768164829,301.77300626521554,1614.0149038521267,33.05399630836855,1.838261138606745,0
309.63376129244324,315.1128521600482,1658.0540686568374,28.456373317670156,172.9300285336722,0
304.127809269365,322.1987620316964,1398.4905808172132,22.48171193248281,165.3356697361811,0
308.22060159994487,316.9213640925526,1418.9142488789662,36.100762934405545,9.60021933158614,0
318.9679298265395,312.8195456002618,1374.2422141085383,41.58053489920132,92.06252684878328,1
297.5461188399713,312.9737717083264,1476.5980140893018,39.0337632998511,244.75796019791684,1
292.4626383564251,314.26707779390154,1546.6358374446334,35.84033072052641,105.1841406421542,0
291.10485570374476,313.7946429489338,1598.73345165891,30.54253939303219,125.48635128296043,0
291.84189715034563,311.4059571198469,1492.4048976357478,46.08246191684969,227.48253953992963,1
299.22898290585897,310.5210055197594,1468.0152476745156,26.82868080053415,179.3154689664391,0
303.4115197481664,309.68703436050237,1515.175799224874,47.760279138434754,145.5175327810559,0
302.7669079933002,306.2301770556666,1416.4857098369978,29.97782981073275,199.45117033526813,0
308.2718324903602,308.59662461566614,1708.9538721694773,32.47564762646965,216.0915666139933,1
300.13001891877906,301.5352159290231,1339.2338972881942,25.33214809384323,114.22201793431671,0
314.53534077157315,309.5083018660263,1518.4740578895724,34.98597853114363,118.77709123295885,0
297.35343166762044,305.0570444642454,1702.360621922964,49.75312458477979,96.51273391295895,0
327.2016916658962,304.48205341392116,1500.6799844559998,45.15628088443957,241.67653500461515,1
306.25667347765005,310.89947075576737,1480.9960964998506,49.78422112028035,174.2915635725876,0
291.4284244358372,316.960011431723,1464.2554577189574,45.22142545933936,20.805766552018074,0
289.29107501938887,314.5915830300116,1481.9608318237592,28.963301714696307,215.73990582825462,0
304.8247241524318,302.1474969818841,1637.284847467653,36.692107756724425,120.13998520906702,0
297.76537214674147,305.0518593171483,1278.8138088670494,32.19800870882537,17.188476605621865,0
307.1400049409209,314.7038559399411,1653.3433701296326,53.3057490403904,137.42931379082776,0
304.73237624573545,305.0875630323085,1357.6042847549854,28.032113535736883,104.29106974392552,0
299.2717108734313,308.8768342500149,1473.3347670765586,48.93697689389111,219.4373512156562,1
291.53206281931597,312.75026049512275,1457.0755579701338,48.929538701087694,50.998650902346846,0
284.85152775314134,305.15827772568184,1558.855326977072,58.29620201716087,206.61615237304574,0
295.5348504793298,310.5268775307298,1340.1875648116252,35.903134073705026,139.42217279636318,0
308.56398794323474,303.329872525409,1546.2172666081942,47.123221595801624,13.652575803367261,1
302.140937441302,306.99316178024395,1702.4309623286852,62.816518365388426,242.96132533137117,1
287.5426122128801,311.59890967071266,1363.682599540719,33.82358323066303,128.15381102579997,0
301.7318092585118,302.03503133234165,1518.9706167610395,24.649597524676402,72.71921355789563,1
303.8531737972884,312.202373689802,1433.8017822203392,21.199899660922362,117.35171049731451,0
291.16142563798866,309.9018110053666,1542.5887206193036,47.12712028861331,214.46444587937225,1
301.5372510594553,312.76244977208574,1501.914777741575,21.16849791941416,76.22578109626588,0
300.58208718446,311.1195706703233,1435.851309095569,36.27680947062077,48.16909912167508,0
288.57029702169376,316.82070214986925,1548.7872284871073,44.37313187038961,32.26781173272036,1
303.57787360348283,310.6261225132395,1680.4348109786742,41.85175536829914,74.46484959755281,0
305.60784526368235,307.8529722943737,1480.9096208272701,44.25444864184172,195.01202176001087,0
310.83051243175277,310.6114875151614,1571.9757942148183,42.22289855800854,117.90659129881543,0
310.53802052034905,312.7164901451819,1370.6727042128837,52.788658133133936,56.87040092338499,0
286.22330632042906,310.2443003516285,1404.3563623181992,30.47683619261203,41.546249902437296,0
290.6217496008488,310.2029584560194,1547.2406277880377,33.23004861541469,83.18236912759477,0
305.15035267208657,306.49004156096623,1648.4116028535964,32.27340554729176,234.98109322142722,1
305.1378595091221,306.68549541224525,1535.561334878566,48.301918118626105,85.7566781475061,0
305.1504768630605,302.98697364100155,1468.6941969476845,49.003985883950634,247.03101898865884,0
338.5273149065472,318.7478837159347,1499.9291405423355,44.51225319318508,121.30761394133904,0
305.7089051069317,303.78068382304355,1374.9592266030284,51.834936668899275,44.79097957253772,1
311.355656401806,306.5354740110205,1560.4515326355368,28.21959132623619,222.78502294837736,0
309.54001763493204,306.40796367215404,1588.233306232341,56.67224111551137,115.08884328370672,1
306.51391251305796,314.4746218847222,1454.7909667166919,55.23238621712258,177.4178358761311,1
296.8473075535965,308.52525160853986,1452.9957852240498,47.35621997245747,245.92789580228794,0
307.5896922049327,316.2387103633687,1526.5878229652049,57.8179890877106,12.5438375799935,0
292.27174785462427,306.63254687878066,1456.3280263959405,23.433767923222263,24.173639946891782,0
297.6318139325999,311.39497081111904,1493.3867385374178,34.755518637373484,180.11418536568905,0
295.14636452170896,305.8232647337012,1709.9721789166515,32.64696539318048,70.456250823868,0
300.8187413938632,320.72574563886695,1475.2974299254004,47.21479323757343,46.07534923752476,0
323.14658566673506,304.0620079048524,1464.1659847978779,29.498592603978544,9.840469954932374,0
281.3273480740825,311.54910355113515,1435.245819436484,47.574951493374854,5.461677996550451,0
306.86260190374514,313.1688844046605,1574.4191971499936,53.705361439967135,193.62140077994772,0
283.8728412881035,312.0689954872575,1481.8775826781898,46.95202900083999,33.6083568423875,1
295.28068134210565,309.07356170561144,1435.0626961678574,42.83751023661501,116.93015399278772,0
310.8895059696737,309.3508965013329,1632.1304032273013,30.12126659099251,151.47420379487076,0
300.64280019095463,310.21905735989554,1641.9603004513638,31.53149033874635,107.08795014221157,0
289.2225522207069,309.26498999185753,1439.9576434261294,52.49618905296667,6.776663084058276,0
292.8469629074003,314.81939558397454,1313.3460048639383,47.793490039053324,195.8753756469772,1
306.79597748934674,321.0526150079568,1600.7513689836921,39.60980480622456,2.628306135413372,0
292.69633368282865,307.2125410749608,1431.5370174239997,35.8209045423411,190.472473594371,0
302.16458589581976,303.1509851021046,1579.0625599162768,19.74192126888623,223.32612344703068,0
300.4557183990381,309.5585897582437,1302.9896182288164,29.291475813155614,108.20998026429307,0
293.4839965239418,322.8985466882716,1589.2597338299308,59.114190871397234,133.88561827444957,1
321.4394408932533,305.98162716015133,1378.882807071922,27.195444289975335,119.24584815441344,0
306.33919022318014,318.1955840272203,1573.0764119066525,41.89479821221081,97.3021546558597,0
279.7485741334239,318.3885040703822,1501.4273067836434,50.07443973195198,221.85613384259005,1
301.8645431476943,307.23205879146,1404.6060580603355,27.450773319977074,223.48337766749762,0
293.38213535231614,312.84491539592636,1459.296368707322,41.84710474781083,83.95409116038363,0
308.5243333479622,318.1419831156427,1568.63184569567,49.37915537510655,153.7674385036745,0
292.074792615673,308.1043612950626,1510.5894453115234,40.1249932190725,231.72689053646602,1
298.85263558533103,308.9820981994882,1558.4412980472484,68.68403055666768,240.5146247353379,1
305.04987278980457,307.0915954302568,1697.6440584515485,23.314007411218046,127.23976010551189,0
308.65755194170123,304.9262163465357,1343.5758388288948,50.58728529883879,113.20620132108169,1
287.99703592944223,306.75361227467,1661.7212574968623,38.27198262603535,69.67357898213145,0
296.65498764159054,303.8802986661887,1510.4355937523212,47.719201548366755,239.7179682976025,0
295.25054688839043,310.1704173412961,1410.1215951676872,44.41307151699246,35.70357611821684,0
293.46670767426286,306.1501338447068,1366.968637426101,32.668438028900034,144.95739401193126,0
317.654542402811,311.1689295589537,1481.0879609222966,42.2899639245934,70.63756687965972,0
304.04981710960953,302.2205217689819,1592.165011192446,21.420985486017127,69.75207258694915,0
287.3911604566496,311.65440116107226,1487.2450879622465,46.032475005713934,101.24214684404711,0
309.17861947054774,314.1676448080446,1651.1154930247349,42.98158465990526,249.69823395391364,1
321.22156197012634,300.0313217871427,1354.882430994844,46.38660168643102,13.741576709955517,0
310.32465260551146,311.87028284923787,1498.7911052153945,50.581183250871504,144.63545455088286,0
284.80630034045987,316.1383449623665,1374.760655558688,43.67619840209711,20.643039508819292,1
295.1576592713375,303.95179490654397,1536.3631882624968,41.480894197982764,38.63020749762974,0
312.6691114918662,318.3628619341885,1588.68873900973,31.18931663338708,109.89073544322467,0
292.9233053438122,312.09509504683024,1457.9238206318946,32.87779236350949,127.61503283661033,0
304.4381942814623,306.47494072120793,1239.5786143372866,51.86734620177331,64.698102091131,0
307.7463405342934,309.7211546117115,1519.8948146796495,54.36335405705979,79.11428271860404,1
290.73069528421917,312.79163456260864,1543.673855173351,37.61889563687946,21.741755063983266,0
299.404746439382,310.38002695706206,1540.4294754961697,40.460027472532744,75.80494596106263,0
267.5873265993093,312.6937799622319,1623.5782191822154,30.953856250062337,241.63960984513602,0
289.7561235866571,305.39663203460316,1392.8946320350951,51.72756845267445,236.17684541812042,0
297.4743184860684,310.84680412018037,1568.021610545045,46.65416823691778,83.71957253424625,0
287.5221681803515,302.9314275154751,1619.2507512477976,59.412174364637494,142.7134840696904,1
316.32411303931633,309.4438696932565,1322.1412415993484,31.21676922820261,227.39884777773608,0
285.6985862203937,305.48046179267607,1531.9651825918977,36.21992100981783,1.5459556602241686,0
295.59955513303015,306.32235028705117,1449.582016899233,42.314459225255725,202.67089258439796,0
301.30740577286093,316.1804658760522,1491.8477326898353,46.464895377257704,237.09238819722975,0
314.4127328906612,315.45655060297133,1534.7676483538337,37.84332362452368,22.831433583389266,0
285.6413784882056,313.0456906045359,1451.2771435886448,31.270389095462995,40.36192150823026,0
311.6316375215496,304.5384361766371,1432.4291920838389,48.81407528923571,240.18657569283886,1
300.10233061019585,308.417957751526,1503.4152417488024,47.211353625455814,134.38503591008657,0
290.1849134895205,316.06548849989593,1391.2754061137198,30.83725899436275,3.5491586179309254,0
304.62103474263273,310.7085845681995,1391.4174871114815,53.55442801105496,64.40799969088229,1
301.9905969557347,321.5966476999085,1567.9373282956503,51.70198709196604,112.48591856721491,1
293.99783122841205,311.9665891969719,1385.1205964841345,41.34296497247793,173.22722775619192,0
300.6980208499002,310.96024558245017,1566.6312500909212,40.79597862376036,183.29009453419988,0
296.1468640313824,308.4544176789875,1546.2591292853951,45.540577711159074,248.85537823136403,1
301.1351734525125,310.6677045239114,1327.4193271209404,31.38296929743742,71.87779984593975,0
306.62130674521046,309.2376508180973,1432.2435347664345,40.30031479164082,134.5550254671188,0
315.86016816145354,313.540543383443,1619.4109403047373,18.4761645539082,133.33088696490125,0
287.6218450117315,314.78351158397294,1401.8834468860318,48.76455645502936,101.41131486180937,1
321.33033374656264,306.07005269746026,1453.5595737690612,24.385067775581405,42.29047346060505,0
280.479122004775,303.3438352322111,1546.2060893251896,55.03419828428999,244.36414079596065,1
298.4821490496442,300.81897313448354,1578.3390509282594,36.698799060335496,213.3292966666465,1
305.8831720648458,312.5399566345627,1474.8461113955505,37.88333018068823,124.5832570735593,0
302.8099186773503,304.48316696913065,1440.2489805308358,33.72266093915494,150.81135567100745,0
293.77300480179406,299.2355470352376,1642.2369861698508,37.11961126077924,56.81526338991558,0
297.91877749642725,311.9428930226548,1673.8899663797579,54.18531345148037,135.9467675979367,1
295.06999065341165,322.46499758716396,1597.8858050781796,15.121913434649205,173.74253328036895,0
294.1063524305579,309.96964544230053,1508.5318142565025,52.769653860881874,128.7917570966472,0
308.4960209702102,314.1924538722582,1419.1734278359074,43.38023481101708,247.57129264623532,1
303.5701548596505,310.40914679273783,1416.9555593443436,27.929783521427844,152.83541406193154,0
293.07090404739347,309.5055517340443,1552.2514105265757,29.24687606950762,92.74342814804226,0
308.9959987543325,314.59538241493885,1541.8398220888685,56.763930272082035,193.03800690395954,1
303.0729952087661,308.54862727905675,1640.159859294643,30.544931200572687,42.61562789541051,0
308.1286211883896,311.3369615703595,1565.045009253614,28.466494894040405,96.12895342656664,0
306.29628841923613,311.6084890309801,1349.691969824018,51.373145423647294,86.73973759439646,0
291.71004989077926,306.65954773178476,1605.194761772292,43.385528762859146,107.95177377694432,1
294.3981895980303,314.9602117476826,1400.1939372685588,30.620744234636014,195.44495648218157,1
307.47293605123264,309.12520121652295,1461.602872804765,42.16624975404619,121.04325804085187,0
306.10370265433465,306.22127420253577,1525.0200206251695,29.742473163597225,198.5036125664907,0
299.79098406035854,312.682549217852,1699.5667489783964,51.00821398422605,144.12222578496647,0
301.1732738330878,305.50766009104484,1810.9918556005362,50.61370964873134,85.51735866438884,1
312.7766489578843,310.1409057868456,1560.6723059136182,45.32006198821943,202.4946859208681,1
294.0842861116417,309.954405016779,1481.6803381279612,43.61661061247017,59.572417638272896,1
305.4709738117004,315.4294778291579,1553.450564848055,57.61188124867374,56.09574494994887,1
297.97807347566106,312.37349116439975,1588.7655425873836,39.996863273882255,126.12573101370894,0
297.8231879677278,309.8748652062743,1467.9332374442808,28.181258745791986,65.21231149052223,0
310.9877685198719,314.08883149600143,1679.5211355912322,44.49473912832307,2.27175873780408,0
308.2541634898803,316.9510377450866,1523.00707591914,60.86047049537114,162.07438182470037,1
308.1350963600064,312.7890515317593,1549.7743089091393,29.85240506814148,127.7734553680995,0
313.05478807154327,310.0517630992169,1566.592425205446,36.38537233306014,111.3794536232903,0
300.21003841632756,303.4408188382492,1542.1586610614456,44.16446038101453,241.74212865457883,1
306.81952971294965,304.67443168462313,1583.8940500469612,39.46095150994261,142.79979599072843,0
296.89733243406545,308.47387647822666,1438.2746813453077,30.176964196226855,215.85789444734613,0
303.2416635248844,306.9524389892036,1444.169824605397,51.21857856230471,34.86255905129004,0
298.6985694563231,309.0651434850728,1389.9845767028305,63.20040722017259,142.30161578235692,1
300.9699596499272,310.28324962448556,1543.9501230620226,41.96131459023907,216.9949066827257,1
305.95157025436913,312.64846377178367,1577.8936503512114,30.959317102639996,145.7764393199745,0
291.8177931676653,309.6475061097045,1545.7772866151886,24.51039474946525,179.50354453175038,1
320.9238727568546,312.432508219131,1667.4492433347536,42.57975981221181,93.01089195305184,0
289.93982618500297,310.3223720740506,1499.4403981170954,51.038773433162575,23.112379259266653,0
